date	tweets
20141017	"| Congratulation to our scientists on the successful test-fire of the Nirbhay missile. This is a great impetus to our defence capabilities.| Addressed Combined Commanders Conference today. http://t.co/1Gzi9LEzTB http://t.co/Ul7aeJ3FoL| Our Armed Forces are our pride! They are second to none in their valour, professionalism, commitment, service and duty.| We are committed to providing adequate resources to ensure complete defence preparedness &amp; meet modernisation needs."
20141018	| Swachh Bharat Mission will be greatly strengthened by the participation of Mrs. Nita Ambani. http://t.co/bq21jzn6mX #MyCleanIndia
20141019	| Historic results! A matter of immense happiness &amp; pride for BJP. I salute our Karyakartas for their tireless efforts.| Thanks to the people of Haryana for giving us the opportunity to fulfil their dreams &amp; to take Haryana's development journey to new heights.| My gratitude to the people of Maharashtra. We are committed to Maharashtra's progress &amp; creating a Maharashtra the world will be proud of.
20141020	| Congratulation &amp; best wishes to Mr. Joko Widodo on being sworn in as the President of Indonesia.| Addressed 42nd Convocation of AIIMS. Here is my speech. http://t.co/MHIpcP9qTR http://t.co/wQYggRQc5O
20141021	"| ______ __ ____ ____ __ ___ __________ __ _____________ ____ ____ ____ ___ ___, _______ __ _____  _________ ____ ___| Greetings on Dhanteras. May Lord Dhanvantari bless us with prosperity, joy and good health.| On Police Commemoration Day we salute all the brave martyrs who sacrificed their lives, putting service above themselves.| Words can never describe the valour &amp; dedication of our policemen. Their bravery, service &amp; spirit of sacrifice will always inspire us.| Will be in Srinagar on Diwali, 23rd October &amp; will spend the day with our sisters &amp; brothers affected by the unfortunate floods.| Lets share happiness &amp; joy during this festive season. Share Diwali e-greetings with your family &amp; friends. https://t.co/LfogV2K9QP| @manojsirsa @Himachals_Pride How I wish it was...but unfortunately this is not my handwriting. Have not been blessed with a good handwriting| @manojsirsa Ofcourse, the thoughts and the signature are mine…it has only been written by somebody else. :)"
20141022	"| RT @BeingSalmanKhan: I started with Karjat yesterday. Yeh Dekho photo's http://t.co/qgStiMqeEr| The effort by @BeingSalmanKhan is a significant one that will inspire several people to join Swachh Bharat Mission. #MyCleanIndia| Diwali is here! Send these special e-greetings and share the happiness &amp; brightness of this festive season. http://t.co/EhCjsfdK9F| Many friends are sending Diwali wishes. My thanks to them. Do visit this specially created page http://t.co/wXTAoaspIG| Looking forward to the 2nd ""Mann Ki Baat"" Radio Programme on Sunday 2nd November 2014 at 11AM.| Once again, I invite you to share thoughts, comments &amp; examples of good governance initiatives that have left an impression on your mind.| This specially created Open Forum on MyGov is the perfect place to share ideas &amp; thoughts for the Radio programme. http://t.co/fNKszAqwAn| News of the attack in Ottawa is extremely disturbing. I pray for everyone's safety."
20141023	"| _______ __ ___ ____ __ __ ___ __ ___________ ______ __ ____ _______ ____ ____ ___ ___ ____ _______ ____ _| Wishing all of you a very Happy Diwali. May our lives be illuminated with joy &amp; peace. May the lamp of prosperity be lit among the poor.| Friends, I am leaving for Siachen Glacier. Its my good fortune that I will be able to spend time with our brave soldiers on this special day| Everyone is aware of the extreme conditions at Siachen. Overcoming every challenge our soldiers stand firm, protecting our Motherland.| Be it the altitude or bitter cold, nothing deters our soldiers. They stand there, serving our Nation. They make us truly proud.| Am going to Siachen with a message from each and every Indian to our soldiers- that we stand shoulder to shoulder with you!| After the Siachen visit I will continue with my scheduled visit to Srinagar to spend time with those affected due to the recent floods.| From the icy heights of the Siachen Glacier &amp; with the brave Jawans &amp; Officers of the Armed Forces, I wish all of you a Happy Diwali.| Perhaps this is the 1st time that a PM has got the wonderful opportunity of spending time with our Jawans on this auspicious day of Diwali.| Wished President Pranab Mukherjee a very Happy Diwali from Siachen! Am sure this would be among the most unique greetings Pranab Da received| _______ ________ __ _______ ________ __, ______ ____ __ _____ __ ___, ___ __________ __ ______ __ ___________ !| Lot of friends are asking about my Siachen visit. I am sharing some photos of the visit. http://t.co/9DEDny0NUu| Addressing our brave Jawans at Siachen Base Camp. http://t.co/a8an1UvPPT| Here is another picture. http://t.co/3jOPb8MN2L| One more picture with our Jawans. http://t.co/O4ucY7IMKV| Sharing sweets with our Jawans at Siachen. http://t.co/ebHWkRwe3e| Here is one more picture. http://t.co/vq4CsPkEg3| RT @abdullah_omar: Joined Srinagar municipality on their night cleaning ops in flood hit Jawahar Nagar cc @beingsalmankhan http://t.co/rOMP…| RT @abdullah_omar: With the SMC team cleaning up flood hit Srinagar cc @beingsalmankhan http://t.co/rsqJv6CUhF| Wonderful effort by @abdullah_omar ! His efforts towards Swachh Bharat will inspire people of J&amp;K and will strengthen the Mission."
20141024	"| Today, people in some parts of the country celebrate start of the new year. I wish them a Happy New Year &amp; pray for a wonderful year ahead.| On the Raising Day of ITBP, I salute our brave ITBP personnel. We are proud of their valour, determination &amp; service to the Nation.| A very good effort by Venkaiah ji, to clean beaches in cyclone-affected Visakhapatnam. http://t.co/VOOXOB2WiA #MyCleanIndia| Swachh Bharat Mission will get a great impetus by Mary Kom joining the Mission in Imphal. #MyCleanIndia http://t.co/vVJdlFQUhe| The effort by Sri Raghavendra Matha is a landmark effort, which is an important step towards a Clean India. http://t.co/DGIx7QxjXr| I convey my greetings on @UN Day. It is a day to celebrate the achievements of the UN &amp; look at a roadmap for the future.| Need of the hour is for all @UN member nations to work together &amp; further the cause of world peace &amp; prosperity in the years to come.| Several friends told me that a lot of people cleaned the areas where they burst crackers during Diwali. I congratulate them for the efforts.| I saw several TV channels showing dirt left behind after crackers. I congratulate them for spreading awareness on importance of cleanliness"
20141025	"| Warm greetings on the auspicious occasion of Bhai Dooj, the festival celebrating the special bond between a sister and brother.| RT @ShashiTharoor: 1st pix from the Vizhinjam Beach cleaning http://t.co/E9iBk1XDeL| RT @ShashiTharoor: Great turnout of local youth to clean Vizhinjam Beach! http://t.co/6SDigxMTsA| RT @ShashiTharoor: Some parts needed spadework to pull out entrenched garbage http://t.co/NdbsvzEtH0| A great effort by @ShashiTharoor! His active participation in Swachh Bharat Mission is very encouraging. #MyCleanIndia| Congrats to Reliance Foundation &amp; Mrs. Nita Ambani for their efforts in starting Sir H.N. Reliance Foundation Hospital &amp; Research Centre.| Talked about the importance of preventive healthcare &amp; the need to raise awareness &amp; facilities encouraging the same.| Guided by @makeinindia_ initiative, we must think of making medical equipment in India. Boosting tele-medicine must be encouraged.| My best wishes to Sir H.N. Reliance Hospital as they begin their journey towards ensuring good health for citizens. http://t.co/Ih8YSo3t04"
20141026	"| Congratulation to Shri Manohar Lal Khattar on taking oath as Haryana CM. @bjpmlal http://t.co/FhXxpzothq| I wish Shri Manohar Lal Khattar &amp; his team the very best in taking Haryana to new heights of progress in the coming years. @bjpmlal| RT @iHrithik: 2day I pledge 2 keep my home, my roads, my city my country clean.I also take responsibility 2 teach n empower others 2follow.…| RT @iHrithik: #swachhbharat I started cleaning my own surroundings and learnt so much. Started with my lanes In juhu http://t.co/GkBVdEIjcg| RT @iHrithik: Went around talking learning and informing residents, watchmen n workers about better ways to keep our society clean http://t…| Am sure you all will get inspired by @iHrithik's efforts! He has made a significant effort towards creating a Swachh Bharat. #MyCleanIndia| During my Australia visit in November I would be attending a variety of programmes, including an interaction with the Indian community there| I want to hear ideas &amp; thoughts from all of you, including friends in Australia &amp; the Indian community there on my visit.| Participate in this MyGov Open Forum &amp; share your ideas on what you feel are important issues for my Australia visit. http://t.co/F0Gk8f9LB2| Interacted with NDA MPs earlier today. http://t.co/f4ifIyX7mt| Noted actor Nagarjuna joining Swachh Bharat Mission can draw many others towards our efforts to create a Clean India https://t.co/DIUnif415x| I feel this video will surely inspire my young friends to join Swachh Bharat Mission #MyCleanIndia https://t.co/u7p1PAM45p| Birthday greetings to @HillaryClinton. May Almighty bless her with a long life &amp; good health."
20141027	"| Congratulation to @dilmabr on her re-Elections as the President of Brazil! My best wishes to her for the 2nd term.| I look forward to continuing to work with @dilmabr to strengthen India-Brazil relations in the years to come.| Congratulation to @MirzaSania for the victory in WTA finals. This is yet another proud accomplishment!| On Infantry Day we salute the indomitable courage &amp; bravery of our Infantry, who have left no stone unturned in serving our Nation. @adgpi| We pay rich tributes to our Infantry Martyrs who dedicated their lives to protect the unity&amp; integrity of our Nation http://t.co/HYj4ay2wVC"
20141029	"| __ ____ __ ____ _______ __ __ ___ __ ___________ _____ ___ __ _____ __ ______, _______ __, __ __ __ __ ____ __ ________ _____ _____| _____ __ ______ ____ ___ ____ ___ ________, ________ __ _______ ___ _____ ______ __ ___ ___ __ “______ ____” __ __ __ ______ __ || My greetings on the auspicious occasion of Chhath Puja. May the blessings of the Sun God brighten our lives with joy, peace &amp; prosperity.| On their National Day, my greetings &amp; best wishes to the people of Turkey. We are committed to making our ties with Turkey stronger.| Have been going through the wonderful comments, ideas &amp; good governance examples received for 'Mann Ki Baat' radio programme on 2nd Nov.| It is very gladdening to read views on diverse range of issues, rich insights &amp; interesting anecdotes shared by all of you.| Read several thoughts on Swachh Bharat Mission, agriculture, irrigation issues, empowerment of women, Skilled India among other topics.| Do keep sharing your ideas on the MyGov Open Forum. I will read them &amp; share some of them during the Radio programme. http://t.co/fNKszAqwAn"
20141030	"| Good effort by Laila Shah &amp;her friends towards Clean India.Such efforts are a big strength for Swachh Bharat Mission! http://t.co/vahNwZanTa| After the hockey stick, Sardara Singh scores with the broom! A great effort by him towards a Swachh Bharat. http://t.co/dqWY8IalUZ| Appreciable effort by Baba Ram Rahim ji &amp; his team. Will motivate people across India to join Swachh Bharat Mission! http://t.co/icp4eaLNQg| RT @SrBachchan: T 1659 - And before the finale .. it was 'Swach Bharat Abhiyaan' .. went on the streets and broomed and collected dirt to c…| RT @SrBachchan: T 1659 - The 'Swach Bharat Abhiyaan' .. personalised !! Let every one deserve to be involved .. http://t.co/sQLJmtlrK9| Who wont get inspired when @SrBachchan himself wields the broom &amp;joins Swachh Bharat Mission! Very significant effort http://t.co/U7c3ky5D36"
20141031	"| ____ ___ __ ____ ____, ___ _____ _____ _____ ___ ____ __ _____ __ ___ ___ ____ I bow to Sardar Vallabhbhai Patel on his birth anniversary.| Sardar Patel's life is a journey of deep-rooted courage, dedication &amp; service to the Motherland. He is truly the architect of Modern India.| I join my fellow countrymen &amp; women in remembering former PM Smt. Indira Gandhi on her Punya Tithi.| Attended oath taking ceremony of @Dev_Fadnavis. My best wishes to him as he begins his term as Maharashtra CM.| A big thanks to all those who joined Run for Unity across India!  http://t.co/4CEoVQRZDk http://t.co/1A7dMYLuT2| Received personal belongings of Sardar Patel! These are important parts of India's heritage. http://t.co/285w2lk6Jb http://t.co/RABY2amoDY"
20141101	"| On their Foundation Day, I convey my greetings to the people of Chhattisgarh &amp; wish them the very best for the State's development journey.| Greetings to people of Karnataka on Kannada Rajyotsava. May Karnataka scale new heights of progress in the years to come.| I convey my greetings to the people of Haryana on Haryana Day. May the State witness immense development in the coming years.| Greetings to people of Madhya Pradesh on the State's Foundation Day. I pray that MP is blessed with record development in the coming years.| Kerala Piravi greetings to people of Kerala. May the development of Kerala scale new heights in the years to come. http://t.co/tAG2vHAzau| Had an interaction with the Secretaries of the Union Government. http://t.co/HsnYZDSu6T| Chaired a meeting of the National Committee for Commemoration of 125th birth anniversary of Pandit Nehru. http://t.co/3MhaCE7H3T| RT @BJP4India: ""_____ _____ _____ ____""
___ ___ - ___ _____ | 
_____ __ _____ ____, ______ __ _______ ____ ____ 18002662020 http://t.co/GZ…| RT @BJP4India: PM Shri @narendramodi becomes the first member of new technology enabled membership campaign. #BJPMembership http://t.co/OAo…| Became a BJP member yet again…this time in Delhi. Was great being among Karyakartas &amp; leaders to mark the start of the Membership Drive.| Let us join hands &amp; make India stronger and more developed. Give a missed call on 18002662020 &amp; join BJP. @BJP4India http://t.co/UhjSqHyU6M| __ ____ 11 ___ ______ __ ___ '__ __ _____' _______ http://t.co/763FUX4MEH| Don't forget to tune in tomorrow at 11 AM for the 2nd 'Mann Ki Baat' Radio Programme. http://t.co/763FUX4MEH"
20141102	"| A big thanks to all those who joined today's ‘Mann Ki Baat' radio programme &amp; thanks to everyone who shared their ideas on MyGov.| From increased Khadi sales after the last programme to return of Black Money &amp; initiatives for specially abled, touched upon several issues.| I get immense joy to see increased awareness &amp; efforts towards Swachh Bharat Mission. Such enthusiasm will take the Mission a long way.| Apart from MyGov, do send your ideas for the next radio programme to- Mann Ki Baat, Akashvani, Sansad Marg, Delhi. http://t.co/fytSGfmJXC| In case you missed the 'Mann Ki Baat' programme earlier today, you can hear it here. http://t.co/c0scpSTUVq| Shri @mlkhattar must be lauded for leading from the front &amp; initiating a determined effort towards a Swachh Bharat. http://t.co/OwsvKn9dJo| RT @JP_LOKSATTA: I've participated in #SwachBharath initiative of @narendramodi wt @Loksatta_Party colleagues in Kukatpally,Hyderabad http:…| RT @JP_LOKSATTA: I now invite my friends &amp; esteemed citizens  @ssrajamouli  @sardesairajdeep Pawan Kalyan, Aruna Roy @NandanNilekani,   con…| RT @JP_LOKSATTA: @PandaJay @ramsayz  Julio Ribeiro, Pullella Gopichand @pullelagopicha1 to take up the #SwachBharat challenge  http://t.co/…| A superb effort! Swachh Bharat Mission will receive a great impetus due to this determined effort by @JP_LOKSATTA. https://t.co/ihcUy6LoZj| Terror attack in Pakistan near Wagah Border is shocking. I strongly condemn such a dastardly act of terrorism.| My Condolence to the families of the deceased. Prayers with the injured."
20141103	"| We will remember Sadashiv Amrapurkar as a versatile actor, popular across generations. RIP. My deepest Condolence to his family."
20141104	"| During 'Mann Ki Baat' programme, I talked about many friends writing to me on menace of drugs. I said I will take it up in next programme.| I invite you to share your views on the issue of mitigating the menace of drugs. If you worked in this area, please share your experiences.| I call upon NGOs that are working on this to share their experiences as well. It will be wonderful to know about the work being done.| Here is the link of the MyGov Open Forum where you can share your comments, ideas, views &amp; past work in the area. http://t.co/SB6chmJVFK| If you have a personal experience &amp; don't want to share it in public, please write to me directly, use #mannkibaat http://t.co/qRQlqCMF20| RT @ajaydevgn: Looking forward to the next episode of @narendramodi #MannKiBaat. As a father, I have always been very concerned about the i…| RT @anandibenpatel: Taking forward Swachhta Abhiyan, I nominate Pujya Rameshbhai Oza, Kankeshwari Devi ji, Mr. Sudhir Nanavati, Mr. Mukesh …| RT @anandibenpatel: .@IrfanPathan, Ms. Lajja Gauswami, Mr. Amit Bhatnagar,Ms. Tejal Amin &amp; Shri Bhikudan Gadhvi to join the cause of Clean …| I appreciate the work of @vivek_oberoi towards creating a Swachh Bharat. #MyCleanIndia http://t.co/b5lES28Tzw"
20141105	| Matter of joy &amp; pride that Japan has conferred Dr. Manmohan Singh with Grand Cordon of the Order of the Paulownia Flowers. Congrats to him.
20141106	"| ____ _______ __ __ _____ __ ____ ___ ___ ____ I bow to the venerable Guru Nanak Devji on the occasion of Guru Nanak Jayanti.| The life &amp; teachings of Guru Nanak Devji inspire us eternally. Let us follow the path of compassion, truth &amp; peace as shown by him.| Today is also a day to pledge to embrace the path of service &amp; work towards a just &amp; equal society, free from any kind of social evils.| Good Luck Vishy! Conveying my best wishes to our pride, Viswanathan Anand for the World Chess Championship in Sochi.| Starting 11th November I would be travelling to Myanmar, Australia and Fiji to participate in various summits &amp; bilateral meetings.| In Myanmar I will attend 2 key multilateral summits-  ASEAN &amp; East Asia Summits. Looking forward to meeting leaders attending these Summits.| Our ties with South East Asia are deep rooted. Strengthening relations with ASEAN nations is an important part of our 'Act East' policy.| ASEAN is central to our dream of an Asian century, where India will play a crucial role. Am sure the meetings there would be fruitful.| I will have bilateral meetings with leaders of Myanmar, a valued friend. Having stronger relations with Myanmar is a priority area for us.| After Myanmar, I will go to Australia for G-20 Summit. It is a great platform to showcase opportunities India has to offer to the world.| I look forward to working with G-20 leaders on important issues concerning the world, particularly those relating to the global Economics.| My Australia visit is both special &amp; historic. It will be 1st bilateral visit to Australia by an Indian PM in 28 years.| In Australia I will meet the country's top leadership &amp; am honoured to have been given an opportunity to address the Australian Parliament.| I am also eagerly looking forward to interacting with the Indian community in Australia.  http://t.co/LGne3W37RU| Cricket is a shared passion of Australia &amp; India. I thank PM @TonyAbbottMHR  for hosting me at the iconic Melbourne Cricket Ground.| Both Australia &amp; India fought shoulder to shoulder during WW1. I would be visiting the War Memorial with PM @TonyAbbottMHR."
20141107	"| I am grateful to the sisters &amp; brothers of Varanasi for the warm welcome. I am here among my own. It feels great to be in Varanasi.| Laid foundation stone of Trade Facilitation Centre and Crafts Museum &amp; inaugurated Powerloom Service Centre. http://t.co/laoIWYDcYG| Through research, innovation, technology &amp; HRD, we are committed to giving an impetus to our textile sector. http://t.co/9TMNZJaIww| As the MP from Varanasi, I am delighted to select Jayapur as the choice for Saansad Adarsh Gram Yojana. http://t.co/soerufcrRM| Looking forward to making Jayapur an Adarsh Gram that will serve as an inspiration for other villages. http://t.co/LOxaShDQ9c| On his birthday, Kamal Haasan joins Swachh Bharat Abhiyaan. A touching gesture &amp; super effort! http://t.co/K4eXFqVziC"
20141108	"| ______ __ __ ________ __ ____ _______ ____________  Wishing Advani ji a very happy birthday. May he be blessed with long life &amp; good health.| ______ __ __ ___ ______ __ ____ ______ __ __ __ _____ __ __ _____ __ ________ __ || His unparalleled intellect &amp; insight make Advani ji one of the tallest personalities in public life. All of us have learnt a lot from him.| _____ __ ______ _____ __ ___ ________ ______ __ __ ______ ____ ______ || Swachh Bharat Abhiyaan in Varanasi. Cleaned parts of Assi Ghat &amp; invited 9 people to join Swachh Bharat Mission. http://t.co/yGnBO6itMK| Visited the Ma Anandamayi Ashram during my Varanasi visit. http://t.co/T2EnwJl6Vd| RT @ImRaina: Honoured to be nominated by @PMOIndia for #SwachhtaAbhiyaan Will take up the endeavour as soon as I'm in UP after ODI series| RT @ImRaina: Cleanliness is a reflection of our Civilization. It has started as a dream but we should all make it our own mission. @PMOIndia| RT @Kailashkher: So happy 2  have namo's invitation, i think so alike about cleanliness ,this will strengthen my wish and willingness about…| RT @Kailashkher: My Fans R My Family, request u all 2take Shapath to keep your surrounding clean even if need 2go out f way, Love U. #Swach…| RT @Kailashkher: Unbelievable Response Getting fr my fans. Ths s d time whn 1thought can change d Future of our Nation. Viral as much as u …| Railway stations &amp; trains…sharing my thoughts while staying at DLW guesthouse, which took me back to my childhood. http://t.co/uj7a4NkDS8| Congratulation to Laxmikant Parsekar ji on taking oath as Goa CM. Best wishes to him. Am sure he will take Goa to newer heights of progress"
20141109	"| Looking forward to joining Eknathji Ranade's birth centenary celebrations, organised by the Vivekananda Kendra. http://t.co/vnR2RtTo8E| Just spoke at World Ayurveda Congress. Talked about our commitment towards promoting Ayurveda &amp; increasing awareness about its uniqueness.| Congratulation to all colleagues who have taken oath today. Looking forward to working with them to accelerate India's development journey.| At birth centenary celebrations of Eknath ji Ranade organised by @vkendra, shared anecdotes of working with Eknath ji during my young days.| A perfectionist who lived the philosophy of ""One Life, One Mission,' Eknathji devoted himself to creating a Bhavya &amp; Divya Bharat.| Eknath ji taught us that the key to life is to make it 'Sarthak' (meaningful) not merely 'Safal' (successful) http://t.co/YVZ1u7T951"
20141110	"| Launched ""Jeevan Pramaan"", a Digital Life Certificate for pensioners.This step will benefit over a crore pensioners! http://t.co/YbkfJW51VJ| This step brings comfort &amp; convenience. Pensioners will not have to submit physical Life certificates every year for pension continuity.| The attack in Nigeria is cowardly &amp; utterly condemnable. Condolence to the kin of the deceased. My prayers with the injured."
20141111	"| Scholar, freedom fighter &amp; a man who devoted his life towards nation building, I salute Maulana Abul Kalam Azad on his birth anniversary.| Tributes to Acharya Kripalani on his birth anniversary. His ideals &amp; strong commitment to serve the poor continue to inspire.| Summits, important bilaterals, meeting over 40 world leaders. Leaving for Myanmar, Australia &amp; Fiji. http://t.co/chvPk6rIIW| Do keep sharing thoughts &amp; ideas for the visit. Here is a great place to keep updated on the visit. http://t.co/jjtAVdZdou| Landed in Nay Pyi Taw, Myanmar to a very warm welcome! Great being in this beautiful country. http://t.co/qBjrxlJ5M5| Had a very good meeting with President Thein Sein. We had extensive discussions covering various aspects of our bilateral relations.| President Thein Sein and I during our meeting. http://t.co/1FzKckDayG| We talked about strengthening ties in the fields of culture, commerce &amp; enhancing connectivity.| RT @Guttajwala: This is the result ___ proud moment _
LB STADIUM CLEANER _ http://t.co/lbb9xpdQB9| RT @CKforCleanIndia: Delighted to be a part of this national movement and participate in Swachh Bharat Abhiyan #MyCleanIndia @narendramodi …| RT @CKforCleanIndia: Glad to clean area surrounding Backbay Reclamation branch, Mumbai with my colleagues #MyCleanIndia @narendramodi http:…| RT @CKforCleanIndia: To take the spirit of Swachh Bharat Abhiyan forward, I nominate eight women leaders from diverse fields;Arundhati Bhat…| RT @CKforCleanIndia: Anamika Khanna, Chitra Ramkrishna, Dr. Swati Piramal , Rama Bijapurkar , Kirthiga Reddy, Vidya Balan and Team ICICI (2…| Splendid effort by Chanda Kochhar! Her enthusiasm &amp; dedication towards Swachh Bharat Mission is noteworthy. http://t.co/103znvT6W2"
20141112	"| At the Summit...captured a glimpse of the venue. http://t.co/jc8lzohM1x| Hello World! Great being on Instagram. My first photo...this one from the ASEAN Summit. @ Nay Pyi Taw,… http://t.co/3JOFpddt5R| With world leaders at the gala dinner. http://t.co/7PGRAboAp3| Attended ASEAN-India Summit &amp; met world leaders through the day. The meetings were wonderful &amp; comprehensive.| ASEAN &amp; India boast of enthusiasm &amp; vigour of our youth &amp; are connected by history. Together we can do great things. http://t.co/oXtzB8q17M| India &amp; ASEAN can be strong partners, whose cooperation can further peace, stability &amp; development in the region. http://t.co/x0tcq50S0S| With PM @NajibRazak. Told him that we can take India-Malaysia friendship to newer heights in the years to come. http://t.co/OOqx0s6SMb| PM Prayut Chan-o-cha lauded @makeinindia_ initiative.Possibilities of economic cooperation with Thailand are immense http://t.co/iSTo3tUhNk| With Sultan Hassanal Bolkiah of Brunei. Discussed several issues, most notably cooperation in the field of energy. http://t.co/o8IckFZCY7| RT @leehsienloong: Had good meeting with India PM @narendramodi at #ASEANSummit. Looking fwd to his visit next yr. - LHL http://t.co/DunXoL…| @leehsienloong Thank you Prime Minister! It was a delight to meet you.| Meeting with PM @leehsienloong was very good. Relations with Singapore are increasing at very rapid pace. http://t.co/VZL4wy5bh6| Met President Park Geun-hye. We covered substantial ground &amp; are committed to enhanced economic cooperation that will benefit our nations.| A picture of my meeting with President Park Geun-hye of the Republic of Korea. http://t.co/YGZHTPO2DJ| With Daw Aung San Suu Kyi. http://t.co/Sew3avyHn0"
20141113	"| Warm birthday wishes to an icon in Indian public life, Justice VR Krishna Iyer as he turns 100. I pray that he is blessed with good health.| Legal luminary, philosopher &amp; intellectual, Justice Krishna Iyer is an Institution in himself, who dedicated his life to the Nation.| Justice Iyer's life and works are an inspiration to all of us. My interactions with him have been very enriching. I learnt a lot from him.| Met Prime Minister Dmitry Medvedev today. @MedvedevRussiaE http://t.co/5VENzjxVBm| With world leaders during the East Asia Summit. http://t.co/1Q9som9FlP| Attended the Indian community reception. The phenomenal enthusiasm of the Indian community here made me very glad. http://t.co/zmkZIIy0P5| Thank you Myanmar for the warm hospitality! Sharing pictures of a very satisfying visit. http://t.co/fQYVDzWvW1"
20141114	"| Reached Brisbane. It is bright and sunny outside. http://t.co/zlqS4I58Jz| Today we mark the 125th birth anniversary of our first Prime Minister Pandit Jawaharlal Nehru. My tributes to him.| We remember Pandit Nehru's efforts during the freedom struggle and his role as the first Prime Minister of India.| RT @PMOIndia: The PM and his friends at QUT. http://t.co/aa1LgP2zlO| I wrote on the selfie with my young friends at QUT...Today is 14th November, Pandit Nehru's birthday. My good wishes to children.| RT @QUTmedia: #NaMo meets nemo ... &amp; some eager students http://t.co/hBZiBMkGrU #QUT #G20 Gardens Point #G20Brisbane @narendramodi @QUTtheC…| RT @QUTmedia: Students, @narendramodi &amp; media - it's a circle of friendship at #QUT http://t.co/vb4AKFhSsP Garends Point #G20 #G20Brisbane …| Saw your Tweet @rahulkanwal. Have personally spoken to the organisers so that Ramesh ji can bless the programme in Sydney.| Had a wonderful meeting with Prime Minister @David_Cameron. Discussed a wide range of issues. http://t.co/q2ZNpINECR| Met the President of the European Council, Mr. Herman Van Rompuy. @euHvR http://t.co/7HIOtA2zB0| RT @David_Cameron: Meeting with India's PM @narendramodi. We talked about improving trade links, and I invited him to visit the UK. #G20 ht…| @David_Cameron Thank you Prime Minister. It was a very good meeting.| RT @euHvR: Good bilateral talks with India PM @narendramodi ahead of #G20Brisbane summit http://t.co/nbLDkuVKI0| RT @euHvR: India &amp; EU are strategic partners with vast potential for more cooperation incl. economic @narendramodi #G20Brisbane| @euHvR I agree with you. We had a wonderful meeting today!| Appreciable effort by Sharad Pawar ji. His support to Swachh Bharat Mission will help create a Clean India. http://t.co/8OkAEQaAAd| I congratulate the hardwork of our scientists that has been instrumental in the successful test fire of Prithvi-II missile.| Couldn't have asked for a better way to end the day- a dinner with my friend @AbeShinzo. Several issues were discussed during the meet.| @AbeShinzo Thank you for hosting me! It is always a delight to interact with you.| Namaste! Leaving for my first programme, the Informal BRICS meeting. http://t.co/eDRdEOIujg"
20141115	"| The G20 family. http://t.co/lzFPOYbHY4| Comprehensive bilateral meeting with President @fhollande. Strong India-France ties will benefit both our nations. http://t.co/auLopxzgwz| Wonderful meeting you @pmharper! We value the strong friendship with Canada &amp; will further strengthen our ties. http://t.co/6SPI5iX9kv| RT @TonyAbbottMHR: A warm greeting with @narendramodi #G20Brisbane #G20 http://t.co/2jTmUzFvJ4| @TonyAbbottMHR  Your hospitality is wonderful! Thank you for the very warm welcome.| With @TonyAbbottMHR. Warm &amp; full of life, he is a perfect host &amp; is extremely insightful on global issues. http://t.co/CH4b6rW5LZ| With BRICS leaders. http://t.co/be0WD80Htv http://t.co/46NdJKV5Se| Spoke on “Reform Experience and Thrust Forward"" during the Retreat for G20 leaders. http://t.co/WS7zB7PWSN http://t.co/2vaJK29HrG| RT @pmharper: Productive bilateral meeting with India's Prime Minister, @narendramodi #G20Brisbane #cdnpoli http://t.co/hL28eYvz6x| RT @KapilSharmaK9: Participated in Swachh Bharat Abhiyaan with the CM of Maharashtra n @poonam_mahajan perfect start to the day..what r u w…| RT @imbhandarkar: Happy &amp; privileged to be a part of the #SwachBharatAbhiyan with Hon CM @Dev_Fadnavis @poonam_mahajan @ShelarAshish http:/…| RT @ShelarAshish: CM Devendra Fadnavisji, MP Punam Mahajanji, Actor Kapil Sharma, Filmmaker Madhurji stars of today for Swachta Dindi! http…| RT @poonam_mahajan: Special thanks to @imbhandarkar &amp; @KapilSharmaK9 for joining us in this noble initiative. #SwacchBharatAbhiyaan http://…| RT @Dev_Fadnavis: ..And it was a day dedicated to the future of our nation - Our Children.
#ChildrensDay #BalSwachhtaAbhiyan http://t.co/RQ…| I congratulate @KapilSharmaK9, @ShelarAshish, @poonam_mahajan, @imbhandarkar &amp; @Dev_Fadnavis for their efforts towards Swachh Bharat Mission"
