date	tweets
20090506	"| Despite Mumbai terror attacks, not a single word on Coastal Security in 10 page Congress Manifesto.| Who will save us from the antics of Pakistan? Despite Mumbai attacks, Congress still asleep.| Why has sugar suddenly turned bitter? UPA exports sugar at 12, imports it at 28. Who pockets the 16 Rs.? Know @ www.narendramodi.in/| Can the Congress give the common man security? I wish to ask you'll.| Rajasthan and Gujarat share a border with Pakistan and the Taliban is knocking at our door. Take a look at their election manifesto.| For the sake of vote bank politics in their ten page long election manifesto they didn't have time| to dedicate even one page to the subject of India's security.| On the subject of coastal security, the Delhi government is silent. It took them 9 hours to send commandos in Mumbai.| Friends, terrorists came to Akshardham. Within 3 hours, we'd annihilated them.| And after the police reached them, they couldn't fire even one shot on Peoples.| Parliament was attacked. Within 45 minutes we'd killed them all and in Mumbai, it went on for 5 days!| And politicians were sitting peacefully? And they call themselves a majboot government?"
20090507	"| Reading: ""Gujarat tops agri-growth table at 9.6%"" (http://twitthis.com/uk7hh4)| Reading: ""Gujarati boy rules world's senses"" (http://twitthis.com/wm56dj)"
20090508	"| Reading: ""Emulate Gujarat's agricultural success"" (http://twitthis.com/q4utep)"
20090519	"| Gujarat will continue its journey on the path of development. I also appeal to the UPA government to pursue the path of development.| There is no full stop in politics. www.narendramodi.in| In a democracy, people's verdict is always final and we all have to accept it with humility.| The people have mandated the BJP to sit in the Opposition and we will perform the act by playing the role of a constructive Opposition.| My stand is clear from the beginning that I am in Gujarat, will remain in Gujarat and will do service to the people of the state.| I never tried to project myself as the Prime Minister in waiting.| I had no national aspirations and had always talked only about serving Gujarat.| I have been given the responsibility by the people of the state to serve them and| I will continue to fulfill my duties to the best of my abilities.| @DeepXP Never forget you are BJP supporter!"
20090521	"| The Gujarat govt's annually held month long 'Krishi Mahotsav' began yesterday. Read more @ http://bit.ly/FQgbk| We will start soil health management courses in all the four agriculture universities in the State| As North Gujarat is the top producer of castor in the world, we have decided to establish SEZ's for value addition & research on it| Gujarat has attained a 10% growth in agri-production & is taking the lead in the second green revolution| Kamdhenu University would be set up in Sabarkantha to impart education and undertake research work in animal husbandry."
20090527	| Holistic approach is required to respond Energy Crises. Watch full video@ www.narendramodi.in
20090601	"| Best wishes and blessings for the brightest future to all the successful students of 12th standard!| For achieving success in your 12th Board examination, my heartiest Congrtulation and best wishes for your brightest future.| My dear student friends, You have cleared a very important milestone today of your higher secondary education.| Friends, please do remember that the way percentage are important in your career,| same way â€˜Values' hold a very important place in your personal life.| With percentage (high score) and for qualitative change this is a very crucial phase of your life.| The hard work and the dedication, honesty and integrity,confidence and self determination with which you have achieved your desired results| you will be able to achieve success in all the phases of your life only by retaining these qualities.| 21st century is the century of education. This century of education belongs to the best and the intelligent people.| In this competitive world, you will be able to make your future bright only with a decisive approach, firm determination and ..| your appropriate set goals.And for achieving your goals, students of Gujarat have plenty of options available to choose.| Friends, I wish that all of you get lots of fame and achieve a greater distinction than what you have achieved today and| There are many technical, educational and professional courses available. There are many new courses added in the university syllabus.| I hope that you all will make Gujarat and our country proud with your achievements.| Gujarat Government ready to help students studying in Australia. www.narendramodi.in| 50 episodes of Swagat (State Wide Attention on Grievances through Application of Technology) Online completed successfully.| Swagat has provided common man with a platform to get justice.| Till date 65273 applications have been received of which 60350 are solved, which means justice to 92.45% application is done."
20090603	| America's renowned Duke University eager to have collaboration with Gujarat for higher studies| The director of the Indian Region Mr. Robert F Markley and his team of Indian Operations expressed his eagerness| to have collaboration with Gujarat state in the field of modern human development.
20090605	"| CISCO signed MOU for GIFT(Gujarat International Finance Tec-City ) www.narendramodi.in| GIFT is an ardent reflection of our commitment to building world class institutions and infrastructure ..| to make Gujarat an ideal business destination not only for Indian companies but also for leading international players.| Reading: ""Guj port policy among best in Asia: study"" (http://twitthis.com/mwn6ir)"
20090607	"| RT @narendra_modi Tweetup: Live Webcast of Inaugural Lecture, RSVP here: http://twtvite.com/dobspw #twtvite"
20090608	| Gujarat's school teachers being directly trained under the modern Distance Education Training Programme.| Two lakh teachers participated in the Distance interactive training programme. Log on at www.narendramodi.in for video of the programme.
20090611	| Each and every People of Gujarat should take a pledge to truly transform Gujarat into Swarnim Gujarat.| There should be zero tolerance towards terrorism.
20090612	| ___________ ___ ______ _______ __ ______ ____ _____ __ ____ __
20090617	| _____ ______ _______ ________ __ ______ __ _____ ________ ____ ____ ___ __ __ _______ __ __ ___ __| __ _____ ____ ______ ___ __ _________ __ ___ ______ ___ _____ __ _____ __ ___ __| _____ ________ __ ______ __ ______ _____ ____ 2010 __ ________ _______ ___ ________ __ 100 _______ _______ _________ ____
20090618	"| Reading: ""Gujarat top investment destination in 2008-09"" (http://twitthis.com/tk7fmg)| Check out this SlideShare Presentation : Gujarat No. 1 In Employment & Training http://tinyurl.com/mc86qx"
20090624	"| _____ _______ __ ___ _________ __ __ ______ ___ _____ _____ __, ____ ___ ___ _____ _____ __ ..."
20090625	| The Emerging Markets Forum study has shown Gujarat as a leader inâ€œMinimum Government and Maximum Governanceâ€ù & a leader inâ€œUrban Managementâ€ù
20090710	"| àª…àª®àª_àª_àªµàª_àª_àª®àª_àª‚ àª_àª_àªœà«‡àª_àª°àª®àª_àª‚ àªœà«‡ àª•àª®àª¨àª¸àª¿àª¬ àª_à«Åàª°à«çàª˜àªŸàª¨àª_ àª¸àª°à«çàªœàª_àª‡ àª›à«‡ àª_à«‡àª¨àª_ àª•àª_àª°àª£à«‡ àª—à«Åàªœàª°àª_àª_àª¨à«‡ àª®à«‹àªŸà«‹ àª†àª‚àª_àª•à«‹ àª_àª_àª—à«çàª¯à«‹ àª›à«‡ àª…àª¨à«‡ àªµà«çàª¯àª•àª¿àª_àª—àª_ àª°à«€àª_à«‡ àª_à«Åàª‚ àªªàª£ àª…àª_à«çàª¯àª‚àª_ àªªà«€àª¡àª_ àª…àª¨à«Åàª_àªµà«Åàª‚ àª›à«Åàª‚.| àª† àª•àª®àª¨àª¸àª¿àª¬ àª˜àªŸàª¨àª_ àª…àª‚àª—à«‡ àªèàª• àª¨àª_àª—àª°àª¿àª• àª_àª°à«€àª•à«‡ àª°à«‹àª· àª_à«‹àª¯ àª_à«‡ àª¸à«çàªµàª_àª_àª_àªµàª¿àª• àª›à«‡ àª…àª¨à«‡ àª† àª†àª«àª_àª¨à«‹ àª_à«‹àª— àª¬àª¨à«‡àª_àª_ àªªà«çàª°àª_à«çàª¯à«‡ àª®àª_àª°à«€ àªªà«‚àª°à«€ àª¸àª‚àªµà«‡àª_àª¨àª_ àª›à«‡.| àª_à«Åàª‚ àª—à«Åàªœàª°àª_àª_àª¨àª_ àª¨àª_àª—àª°àª¿àª•à«‹àª¨à«‡ àªªà«‚àª°à«‹ àªµàª¿àª¶à«çàªµàª_àª¸ àª†àªªà«Åàª‚ àª›à«Åàª‚ àª•à«‡ àª† àª°à«‹àª—àª¨àª_ àª®à«‚àª_ àª¸à«Åàª§à«€ àªœàª‡àª¨à«‡,àª_à«‡àª¨àª_ àª•àª¸à«‚àª°àªµàª_àª° àª—à«‚àª¨à«‡àª—àª_àª°à«‹àª¨à«‡ àª¨ àª•àª_à«çàªªà«€ àª¶àª•àª_àª¯ àªèàªµà«€ àª¸àªœàª_ àª…àªªàª_àªµàªµàª_ àª† àª¸àª°àª•àª_àª° àª•àªŸà«€àª¬àª_à«çàª§ àª›à«‡| àª…àª¨à«‡ àªèàª¨à«‡ àª®àª_àªŸà«‡ àª•à«‹àª‡ àª•àª_àª_àª¶ àª°àª–àª_àª¶à«‡ àª¨àª_à«€àª‚. àªªàª£ àªèàª¨àª_àª¥à«€ àª…àªŸàª•àªµà«Åàª‚ àª¨àª¥à«€ àª•àª_àª°àª£ àª•à«‡ àª† àª¬àª_à«€ àª—àª°à«€àª¬à«‹àª¨àª_ àªœà«€àªµàª¨àª¨à«‡ àª_àª¬àª_àª_ àª•àª°àª_à«€ àª°àª_à«€ àª›à«‡.| àª•à«‹àª¨àª_ àª¸àª®àª¯àª®àª_àª‚ àª¶à«Åàª‚ àª¥àª¯à«Åàª‚ àª…àª¨à«‡ àª•à«‡àª® àª¥àª¯à«Åàª‚ àª_à«‡ àªµàª_àª_àªµàª¿àªµàª_àª_àª®àª_àª‚ àª† àª¸àª®àª¯ àª¬àª°àª¬àª_àª_ àª•àª°àªµà«‹ àª¨àª¥à«€.| àªªàª£ àª¬àª_à«€àª®àª_àª‚àª¥à«€ àª—à«Åàªœàª°àª_àª_àª¨à«‡ àª®à«‚àª•àª_ àª•àª°àªµàª_ àª®àª_àªŸà«‡àª¨àª_ àª_àª_àª‚àª¬àª_àª—àª_àª_àª_àª¨àª_ àª‰àªªàª_àª¯à«‹àª¨à«‹ àª°àª¸à«çàª_à«‹ àª¬àª_àª_àªµà«‡ àª_à«‡àªµà«‹ àªªàª£ àª•àª®àª¿àª¶àª¨àª¨à«‡ àª…àª¨à«Åàª°à«‹àª§ àª•àª°à«çàª¯à«‹ àª›à«‡.| àª°àª_àªœà«çàª¯ àª¸àª°àª•àª_àª°à«‡ àª_àª_àª_à«çàª•àª_àª_àª¿àª• àª°à«€àª_à«‡ àª_àªªàª_àª¸ àª•àª®àª¿àª¶àª¨ àª•àª_àª°à«çàª¯àª°àª_ àª•àª°à«€ àª_à«€àª§à«Åàª‚ àª›à«‡ àª_à«‡ àª† àª¬àª_à«€àª®àª_àª‚ àª¸àª_à«çàª¯àª¨à«€ àª¶à«‹àª§ àª_à«‹ àª•àª°àª¶à«‡ àªœ| àª–à«‚àª¬ àªùàª¡àªªàª¥à«€ àª† àª•àª®àª¿àª¶àª¨àª¨à«Åàª‚ àª•àª_àª® àª†àªŸà«‹àªªà«€àª¨à«‡ àª—à«Åàªœàª°àª_àª_àª¨à«‡ àª† àª°à«‹àª—àª®àª_àª‚àª¥à«€ àª¬àª_àª_àª° àª_àª_àªµàªµàª_àª¨àª_ àª¶àª•àª¯ àª_à«‡ àª_àª®àª_àª® àª¸à«‚àª_àª¨à«‹àª¨à«‹ àª…àª®àª_ àª•àª°àª_àª¶à«‡.| àª† àª¸àª‚àª_àª°à«çàª_àª®àª_àª‚ àª®àª_àª°à«€ àª¸àª®àª_àªœàª¨àª_ àª†àª—à«‡àªµàª_àª¨à«‹ àª…àª¨à«‡ àª¨àª_àª—àª°àª¿àª•à«‹àª¨à«‡ àªµàª¿àª¨àª‚àª_à«€ àª›à«‡ àª•à«‡ àª† àª_àªªàª_àª¸ àª•àª®àª¿àª¶àª¨ àª¸àª®àª•à«çàª· àª_à«‡àª“ àª®à«‹àª•àª_àª_àª¶àª¥à«€ àª¸à«‚àª_àª¨à«‹ àª°àªœà«‚ àª•àª°à«‡| àªœà«çàª¯àª_àª‚ àª¸à«Åàª§à«€ àª•àª_àª¯àª_à«‹ àª…àª¨à«‡ àªµà«çàª¯àªµàª¸à«çàª¥àª_àª¨à«€ àª¸à«çàª¥àª¿àª_àª¿àª¨à«‡ àª¸àª‚àª¬àª‚àª§ àª›à«‡ àª_à«çàª¯àª_àª‚ àª¸à«Åàª§à«€ àª°àª_àªœà«çàª¯ àª¸àª°àª•àª_àª°à«‡ àª_àª®àª_àª® àªªàª—àª_àª_àª‚ àª_à«€àª§àª_ àª›à«‡. àª•àª¸à«‚àª°àªµàª_àª° àªèàªµàª_ àª•à«‹àª‡àª¨à«‡ àª›à«‹àª¡àª_àª¶à«‡ àª¨àª_à«€àª‚.| àª†àªªàª_à«çàª_àª¿àª¨à«‹ àª_à«‹àª— àª¬àª¨à«‡àª_àª_ àª…àª¨à«‡ àª_à«‹àª¸à«çàªªàª¿àªŸàª_à«‹àª®àª_àª‚ àª¸àª_àª°àªµàª_àª° àª_àª‡ àª°àª_à«‡àª_àª_ àª_à«‹àª•à«‹àª¨à«‡ àª_à«çàªµàª°àª¿àª_ àª¸àª_àª°àªµàª_àª° àª®àª_à«€ àª°àª_à«‡ àª…àª¨à«‡ àª_à«‡àª®àª¨à«€ àªœà«€àª‚àª_àª—à«€ àª¬àª_àª_àªµàªµàª_ àª®àª_àªŸà«‡àª¨àª_ àªªà«çàª°àª¯àª_àª¸à«‹àª®àª_àª‚ àª•à«‹àª‡ àª•àª_àª_àª¶ àª°àª_àª–à«€ àª¨àª¥à«€| àª…àª¨à«‡ àª† àª—àª°à«€àª¬ àª…àª¸àª°àª—à«çàª°àª¸à«çàª_à«‹àª¨à«‡ àª¶àª•àª¯ àª_à«‡ àª°à«€àª_à«‡ àª¬àª_àª_àªµà«€ àª_à«‡àªµàª_àª¨à«‹ àªªà«‚àª°à«‡àªªà«‚àª°à«‹ àªªà«çàª°àª¯àª_àª¸ àª•àª°à«çàª¯à«‹ àª›à«‡.| àª—à«Åàªœàª°àª_àª_à«‡ àª…àª¨à«‡àª• àª¸àª‚àª•àªŸà«‹ àªœà«‹àª¯à«‡àª_àª_ àª›à«‡ àª…àª¨à«‡ àª† àª¸àª‚àª•àªŸà«‹ àª¸àª_àª®à«‡ àª¨àª_àª—àª°àª¿àª•à«‹àª¨à«€ àª¸à«‚àªùàª¬à«‚àªù àª…àª¨à«‡ àª¶àª_àª£àªªàª£àª¥à«€ àª†àªªàª£à«‡ àªªàª_àª° àª‰àª_àª°à«‡àª_àª_ àª›à«€àªè.| àª†àª˜àªŸàª¨àª_ àªœà«‡àªŸàª_à«€ àª•àª®àª¨àª¸àª¿àª¬ àª›à«‡ àªèàªŸàª_à«€ àª—àª‚àª_à«€àª°àª_à«çàª_àª® àª›à«‡ àª…àª¨à«‡ àª—à«Åàªœàª°àª_àª_ àª†àªœà«‡ àª¸àª_àª°à«çàªµàª_à«çàª°àª¿àª• àªªà«çàª°àª—àª_àª¿ àª•àª°à«€ àª°àª_à«çàª¯à«Åàª‚ àª›à«‡ àª_à«‡àª®àª_àª‚ àª—à«Åàªœàª°àª_àª_àª¨à«€ àª¶àª_àª‚àª_àª¿ àª…àª¨à«‡ àª¸àª_à«çàª_àª_àª_àªµàª¨à«Åàª‚àªµàª_àª_àª_àªµàª°àª£ àª¨àª¿àª°à«çàª£àª_àª¯àª•àª›à«‡| àªªàª°àª‚àª_à«Å àª•à«‡àªŸàª_àª_àª• àª°àª_àªœàª•à«€àª¯ àª°àª‚àª—à«‡ àª°àª‚àª—àª_àª¯à«‡àª_àª_àª‚ àª_àª_à«çàªµà«‹ àª®à«‹àª_àª¨à«‹ àª®àª_àª_àªœà«‹ àª›à«‹àª¡à«€àª¨à«‡, àª°àª_àªœàª•à«€àª¯ àªªà«çàª°àªµà«ƒàª_à«çàª_àª¿àª“ àª•àª°à«€àª¨à«‡ àª¸àª®àª_àªœàªœà«€àªµàª¨àª¨à«Åàª‚ àª¶àª_àª‚àª_ àªµàª_àª_àª_àªµàª°àª£ àª¡àª_à«‹àª_àªµàª_| àª…àª¨à«‡ àª—à«Åàªœàª°àª_àª_àª¨à«‡ àª…àª¶àª_àª‚àª_ àª¬àª¨àª_àªµàªµàª_àª¨à«€ àª®à«‡àª_à«€àª®à«‚àª°àª_àª_ àª¸à«‡àªµà«€ àª°àª_à«çàª¯àª_ àª›à«‡| àª®àª_àª°à«€ àª¨àª_àª—àª°àª¿àª•à«‹àª¨à«‡ àª•àª°àª¬àª_à«çàª§ àªªà«çàª°àª_àª°à«çàª¥àª¨àª_ àª›à«‡ àª•à«‡, àª—à«Åàªœàª°àª_àª_àª¨à«€ àªµàª°à«çàª·à«‹àªœà«‚àª¨à«€ àª˜àª° àª•àª°à«€ àª—àª¯à«‡àª_à«€ àª† àª¬àª_à«€àª¨à«‡ àª°à«‹àª•àªµàª_ àª…àª¸àª°àª•àª_àª°àª• àª¸à«Åàª§àª_àª°àª_àª_à«çàª®àª• àªµàª_àª_àª_àªµàª°àª£ àª‰àª_à«‚àª‚ àª•àª°àªµà«Åàª‚ àª›à«‡| àª®à«‹àª_àª¨à«‹ àª®àª_àª_àªœà«‹ àªœàª_àª_àªµàªµàª_àª®àª_àª‚ àªªà«‚àª°àª_à«‹ àª¸àª_àª¥ àª…àª¨à«‡ àª¸àª_àª¯à«‹àª— àª®àª_à«€ àª°àª_à«‡àª¶à«‡ àªèàªµà«€ àªµàª¿àª¨àª‚àª_à«€ àª•àª°à«‚àª‚ àª›à«Åàª‚.| àª…àª¨à«‡ àª°àª_àªœà«çàª¯ àª¸àª°àª•àª_àª° àª† àª®àª_àªŸà«‡ àªªà«çàª°àª_àª¿àª¬àª_à«çàª§ àª›à«‡ àª_à«çàª¯àª_àª°à«‡ àª—à«Åàªœàª°àª_àª_àª¨à«€ àª¶àª_àª‚àª_àª¿àª¨à«‡ àª¡àª_à«‹àª_àªµàª_àª¨àª_ àªªà«çàª°àª¯àª_àª¸à«‹àª¨à«‡ àªœàª_àª•àª_àª°à«‹ àª†àªªàª¶à«‹"
20090713	| @vishwas008 you can read the English version of the same appeal to the people of Gujarat at http://bit.ly/2mdNEY
20090722	"| Reading: ""Agriculture: Secret of Modi's success"" (http://twitthis.com/r8adhh)"
20090731	"| Check out: ""GUJARAT - Biggest Temptation For Investors!"" (http://twitthis.com/xqtp6j)"
20090924	| Check out this SlideShare Presentation : Gujarat to become a Solar Power Hub http://slidesha.re/hWpe
20091013	"| Switched to the twitter user name narendramodi| earlier using Narendra_Modi now new twitter username is narendramodi, thanks to Abhishek Desai for providing this more convenient user id."
20091014	| Once again Gujarat creates history in development! BRTS Project to go live! Watch webcast of inauguration today@7pm @www.narendramodi.in| www.narendramodi.in à_ªà_° à_†à_œ à_¶à__à_® 7 à_¬à_œà¥‡.
20091105	"| All you well-wishers made my suffering your own and did all you could to help me. More than anything, your love has helped me recover.| I assure that I will serve the state and its people with double the vigour than before.| See you tomorrow at the New Year Sneh Milan programme. I'm looking forward to connecting to one and all through video conferencing.| àª†àªª àª¸à«Œ àª¸à«çàª¨à«‡àª_à«€àªœàª¨à«‹àªè àª®àª_àª°à«€ àª_àª¿àª‚àª_àª_ àª•àª°à«€, àª®àª_àª°à«€ àªªà«€àª¡àª_àª¨à«‡ àªªà«‹àª_àª_àª¨à«€ àª¬àª¨àª_àªµà«€, àª†àªªàª¨àª_àª¥à«€ àª¬àª¨àª_à«Åàª‚ àª¬àª§à«Åàª‚ àªœ àª®àª¨à«‡ àª¸àª_àªœà«‹ àª•àª°àªµàª_ àª•àª°à«çàª¯à«Åàª‚...| àª†àªªàª¨àª_ àª¸à«çàª¨à«‡àª_àª_àª_àªµàª¥à«€ àªœ àª®àª¨à«‡ àª®àª_àª°à«Åàª‚ àª¸à«çàªµàª_àª¸à«çàª¥à«çàª¯ àªªàª_àª›à«Åàª‚ àª®àª_à«çàª¯à«Åàª‚ àª›à«‡ àª…àª¨à«‡ àª¬àª®àª£à«€ àª¶àª•à«çàª_àª¿àª¥à«€ àª†àªª àª¸àª_à«Åàª¨à«€ àª¸à«‡àªµàª_àª®àª_àª‚ àª•àª_àª®à«‡ àª_àª_àª—à«€àª¶ àªèàªµà«‹ àªµàª¿àª¶à«çàªµàª_àª¸ àª†àªªà«Åàª‚ àª›à«Åàª‚.| àª_à«Åàª‚ àª•àª_àª_à«‡ àª¨à«Åàª_àª¨àªµàª°à«çàª· àª¸à«çàª¨à«‡àª_àª®àª¿àª_àª¨ àª•àª_àª°à«çàª¯àª•à«çàª°àª®àª®àª_àª‚ àª_àª®à«‹àª¨à«‡ àª®àª_à«€àª¶ àª…àª¨à«‡ àªµàª¿àª¡àª¿àª¯à«‹ àª•à«‹àª¨à«çàª«àª°àª¨à«çàª¸à«€àª‚àª— àª§à«çàªµàª_àª°àª_ àª¬àª§àª_ àª¸àª_àª¥à«‡ àªœà«‹àª¡àª_àªµàª_ àª†àª_à«Åàª° àª›à«Åàª‚.| www.narendramodi.in àªªàª° àª_àª_àª‡àªµ àªµà«‡àª¬àª•àª_àª¸à«çàªŸ àª§à«çàªµàª_àª°àª_ àªœà«‹àª¡àª_àªµà«‹ â€“ àª•àª_àª_à«‡ àª¸àªµàª_àª°à«‡ à«§à«§.à«_à«_ àªµàª_àª—à«‡.| Join New Year Sneh Milan Programme through Live Webcast on www.narendramodi.in at 11 AM, tomorrow on 6th Nov"
20100102	"| On this inauguration function of Swarnim Gujarat Pustak Mela, I request all Peoples of Gujarat to join me| in the mission of inculcating reading habits in this Swarnim Jyanti Year.| Every flourishing family should have at least a small library of minimum 50 books."
20100103	"| @babveer all speeches are available as audio, video and text at www.narendramodi.in"
20100111	"| Festival of Makar Sankranti coveys us a message of love towards environment. We have a festival of Sharad Poornima where we worship the Moon| and we have this Makar Sankranti, a day on which we worship the Sun. Our festivals deliver a message of â€“ Love towards nature."
20100123	"| The Constitution is the real protector of the poor, the downtrodden and the destitute.| Today join me in the 'Samvidhan Gaurav Yatra' at Surendranagar, A unique tribute to 60 years of our Constitution. Sunday, January 24th, 4PM| Those of you who can't be in Surendranagar, Join me though Live Webcast at www.narendramodi.in. January 24th, 4 PM"
20100223	"| Garib Kalyan Mela has ignited positive spark in poor and the sensibility of the administration has touched them.| Series of 50 Garib Kalyan Mela has ended, but not the fight against poverty. Poor have also recognized the disrupting entities.| I am grateful that I have been conferred with such a fortune to communicate and touch the lives 50 lakh poor of the state| within a short period of 2 months by this unprecedented work."
20100224	"| Railway Budget directionless, impractical; sure to add to inflation, create further obstacles in the nation's economic growth #railwaybudget| No mention of the Mumbai-Ahmedabad Bullet Train? Or about new super fast trains to and from Gujarat? #railwaybudget| The #railwaybudget continued the UPA Government's policies of gross injustice to Gujarat- a significant contributor to the nation's growth."
20100226	"| Central Budget depicts anti-Gujarat mindset. http://www.narendramodi.in/news/news_detail/600| Central Budget is Anti-poor, anti-farmer, anti-youth & anti-women. It also works against Dalits, making great harm to the deprived classes."
20100227	"| Quite liking the Holi E-greeting at http://www.narendramodi.in/egreetings Send it to all, spread the promise of Swarnim Gujarat #HappyHoli"
20100318	| Call to Contribute http://bit.ly/bn2JbJ
20100322	| Now as the lies reach a crescendo as never before I am compelled to bring the facts before my beloved countrymen http://bit.ly/bPOuPv
20100328	"| __ ____ __ ____ _____ __ ________ __ __ __ _____ ______ ______ http://www.narendramodi.com/| I have tried to do this like a common People, with God as witness to my actions.| You all stayed awake with me in these difficult circumstances and expressed your feelings. I am heartily grateful to you for that.| By the grace of God, this incident will also give me new strength. http://bit.ly/TijMY| Great artist like Mr. Amitabh Bachchan is ready to face any stiff opposition for Gujarat's pride and glory, is inspirational for us.| There are certain elements in this country who are designing conspiracies against Mr.Bachchan's affection for Gujarat. http://bit.ly/9ITufp"
20100330	"| Any unsubstantiated criticism of Gujarat can never be tolerated, come what may ! http://bit.ly/18QDic"
20100401	| The call of the hour is to foster reading habits amongst the young - Join me in this with the 'Vanche Gujarat' movement http://bit.ly/aue5TM
20100406	| We're determined to eradicate malnutrition. Join me http://bit.ly/3wZ9Ze
20100501	| Peoples are the reflection of God. Salutation to Mother Gurjari. Salutation to Mother Bharti. Jay Jay Garvi Gujarat. http://bit.ly/18QDic
20100508	| I am trying to convey agony of a Dalit to you all...... http://bit.ly/d5YC5G
20100520	"| NDTV surveyed 34,000 people nationwide. 85% have chosen me as the Best Performing CM; my heartiest thanks to everyone. http://bit.ly/95pk2R"
20100601	| He has led the way for all of us! I heartily thank Shri Amitabh Bachchan on behalf of the people of Gujarat http://bit.ly/aPMS0Z| I appealed to all to devote 100Hrs of their time for Swarnim Gujarat. Today Sh Amitabh Bachchan contributed more than 100Hrs for this cause.
20100602	"| Situations are getting critical with the news of cyclone. On the other hand, journey of NANO begins today.| Shri Ratan Tata would be waiting for me, I should move on now."
20100605	"| Attending ""National Convention of the BJP on Good Governance"". My speech transcript available on my official blog site www.narendramodi.com"
20100617	| We've potential & we r creating platforms. With Chess Champion Vishwanathan Anand we r beginning Era of Chess.Read blog www.narendramodi.com
20100714	| I have written my feeling about 133rd Rath Yatra on my blog www.narendramodi.com| RathYatra not just passed off peacefully but celebrated amid joyous bonhomie & more due to an air of festivity & delight among all religious| The 133rd Rath Yatra of Lord Jagannath was an answer to those who try to defame Gujarat & can't tolerate development of Gujarat.
20100911	| Today is Digvijay Divas; Swami Vivekananda conquered the world on this day with his spirituality in practice. http://bit.ly/TijMY
20100922	"| A million thanks for your birthday wishes. They are always an inspiration for me to work harder for progress and peace.| Although, it is a season of festive fervour, it is also a time to act rationally and stay calm as elections and the Ayodhya verdict are due."
20100926	"| Mahatma Gandhi's 141st Jayanti is on 2nd October this year. On the occasion, let us each do something he would have approved - buy Khadi.| Many poor Indians depend on Khadi Gramudyog. To support them, let us each commit to buy at least one Khadi product."
20100928	| Supreme Court's lifting of the stay on Allahabad High Court's Ayodhya verdict is very good news. Let's hope this allows a decision soon
20100930	"| With the sad demise of Shri Ashok Bhatt (Speaker, Gujarat Assembly), it was as though Gujarat lost a powerful voice and loyal son.| Personifying democracy's beauty and strength, Shri Ashokbhai went from being a textile worker to much loved political figure. We salute him.| Verdict of Lucknow Bench on Ayodhya-Ram Janmabhoomi dispute is not for any race or religion, but for Bharat the nation and her pride.| Court decision in favour of building temple of Bharat's Mahapurush, Bhagwan Ram, at Ram Janmabhoomi site will strengthen national unity."
20101001	| Indian Freedom Movement's key message - Khadi for nation. Modern India's message â€“ Khadi for fashion should be Gandhi Jayanti's focus.
20101003	| Common Wealth games all set to begin. Barons & bureaucrats of Delhi slandered Indian honor in front of the world.| I wish Indian athletes will win abundant medals and restore Indian honor. Best wishes to all Indian athletes for Common Wealth Games.
20101005	"| On behalf of all Gujarat, heartily Congrtulation to daughter of Gujarat, Lajja Goswami on her achievement of silver medal for India at CWG"
20101119	"| Vanche Gujarat, Movement initiated to ensure that every Gujarati reads more than often. Visit www.narendramodi.com to read further.| Chess Mahotsav, World record breaking chess event with 20000 chess players together at a place. Visit www.narendramodi.com to read further.| Gujarat Khel Mahakumbh, First of its kind sports event in the history of the nation. Visit www.narendramodi.com to read further.| Gujarat Quiz, A portal about the heritage, geography, literature, and culture of Gujarat. Visit www.narendramodi.com to read further."
20101124	"| Many Congrtulation to the people of Bihar, who threw vote-bank politics and welcomed politics of development| My heartily Congrtulation to the party members of BJP and JDU and extended Congrtulation to Shri Nitish Kumar and Shri Shushil Modi"
20101207	"| 80 nations will be at one place. Gujarat made it with Vibrant Gujarat Summit.| It's the time to take Brand Ahmedabad on next level. Ahmedabad, pride of Gujarat, pride of India."
20101208	"| My letter to PM: ""Involve CMs of all the states to define India's national commitment for climate change"""
20101221	| CONVENIENT ACTION -For World to know how ordinary people coming together can respond to climate change extraordinarily http://bit.ly/hfPMN0
20101222	| My fellow Peoples in Gujarat can now get their driving license & RC book at doorsteps under Swarnim RTO scheme http://bit.ly/f5AhPy
20101224	"| The Chess Mahotsav is making a new world record witnessing over 20K players playing Chess at one place http://bit.ly/eZxTP1| While my eyes are seeing 20k players, engrossed in Chess, my heart sees the team Gujarat evolving high in the World http://bit.ly/eZxTP1"
20101225	| May God give good health and long life to our beloved Atalji
20101227	| Congrtulation to IIM-A & its alumni on the progress made by the institute in the last 50 years since its inception http://bit.ly/fa6M1j| Had a lively dialogue with IIM Alumni this morning.Was overwhelmed by their keenness to participate in Gujarat's growth http://bit.ly/f4YFGl
20101228	"| In Gujarat, life itself is a celebration. Kankaria Carnival too manifests this spirit of joy & liveliness of Gujaratis http://bit.ly/fs9ml5| We are gearing-up to welcome the world.â€˜Growth Engine of India' isn't a mere slogan.It has substance supported by facts http://bit.ly/g1W0wt"
20101229	| Global & National experts showed overwhelming participation in the 8 sectoral seminars for Vibrant Gujarat preparations http://bit.ly/fse144| Gujarat's youth are India's pride.5 lakh youth devoted a record 5 crore Hrs for people of state under Samaydan Program http://bit.ly/acB0BO
20101230	| Launching Gujarat Solar Park is like a dream coming true. From here starts a new motion of harnessing natural energy http://bit.ly/dHudQc| The unique initiative Gujarat has taken in the field of solar energy will place it as â€˜Solar Capital of the World' http://bit.ly/fGrMKS
